2.437302321195602417e-01,2.978157997131347656e-01,2.711550891399383545e-01,3.704769611358642578e-01,3.786098361015319824e-01,4.030430912971496582e-01,4.514428675174713135e-01,4.648566246032714844e-01,4.401275217533111572e-01,4.438646435737609863e-01,4.624662399291992188e-01,5.029494166374206543e-01,5.279799699783325195e-01,5.778836011886596680e-01
3.048650026321411133e-01,3.667668998241424561e-01,3.438747525215148926e-01,4.373697936534881592e-01,4.424169063568115234e-01,4.665172100067138672e-01,5.139847993850708008e-01,5.175564289093017578e-01,5.170245766639709473e-01,5.093016028404235840e-01,5.338890552520751953e-01,5.804713368415832520e-01,6.032223105430603027e-01,6.532393693923950195e-01
3.464934229850769043e-01,4.175820350646972656e-01,4.027817845344543457e-01,4.865356683731079102e-01,4.970942139625549316e-01,5.172639489173889160e-01,5.635146498680114746e-01,5.613282322883605957e-01,5.748164653778076172e-01,5.616369843482971191e-01,5.891373753547668457e-01,6.375483870506286621e-01,6.588833928108215332e-01,7.124187946319580078e-01
3.722294569015502930e-01,4.501392841339111328e-01,4.411503076553344727e-01,5.213381052017211914e-01,5.360906720161437988e-01,5.546639561653137207e-01,5.971244573593139648e-01,5.946264863014221191e-01,6.108080744743347168e-01,5.976822972297668457e-01,6.269946694374084473e-01,6.746643781661987305e-01,6.941379904747009277e-01,7.534669637680053711e-01
3.935829401016235352e-01,4.754075407981872559e-01,4.720276594161987305e-01,5.502268075942993164e-01,5.687707662582397461e-01,5.850448608398437500e-01,6.250053048133850098e-01,6.231285333633422852e-01,6.388507485389709473e-01,6.270971894264221191e-01,6.567523479461669922e-01,7.043176293373107910e-01,7.218838930130004883e-01,7.848321199417114258e-01
4.122254550457000732e-01,4.962428510189056396e-01,4.965495169162750244e-01,5.739925503730773926e-01,5.949150919914245605e-01,6.105834841728210449e-01,6.484398841857910156e-01,6.464681625366210938e-01,6.616585254669189453e-01,6.522130370140075684e-01,6.815827488899230957e-01,7.271546125411987305e-01,7.451114654541015625e-01,8.107347488403320312e-01
4.282925724983215332e-01,5.131567716598510742e-01,5.152182579040527344e-01,5.936443209648132324e-01,6.155516505241394043e-01,6.310508847236633301e-01,6.682960391044616699e-01,6.655659675598144531e-01,6.796288490295410156e-01,6.725543737411499023e-01,7.016939520835876465e-01,7.456234693527221680e-01,7.638836503028869629e-01,8.311612010002136230e-01
4.273834228515625000e-01,5.126833915710449219e-01,5.155293941497802734e-01,5.933496356010437012e-01,6.155970692634582520e-01,6.309416890144348145e-01,6.676900386810302734e-01,6.644157171249389648e-01,6.787407398223876953e-01,6.718857884407043457e-01,7.020365595817565918e-01,7.443628311157226562e-01,7.631298303604125977e-01,8.311137557029724121e-01
3.990448713302612305e-01,4.834501743316650391e-01,4.828893840312957764e-01,5.606406927108764648e-01,5.799996852874755859e-01,5.959216952323913574e-01,6.327485442161560059e-01,6.278645992279052734e-01,6.446517109870910645e-01,6.348124742507934570e-01,6.689947843551635742e-01,7.089135050773620605e-01,7.299274802207946777e-01,7.955485582351684570e-01
3.567431569099426270e-01,4.349883198738098145e-01,4.265445768833160400e-01,5.063762068748474121e-01,5.196256041526794434e-01,5.357090234756469727e-01,5.769767165184020996e-01,5.700625181198120117e-01,5.864621996879577637e-01,5.732319355010986328e-01,6.098501682281494141e-01,6.488873362541198730e-01,6.727226972579956055e-01,7.306244373321533203e-01
3.078424632549285889e-01,3.768039941787719727e-01,3.590323925018310547e-01,4.451831281185150146e-01,4.528389871120452881e-01,4.683001041412353516e-01,5.180364251136779785e-01,5.106654763221740723e-01,5.177149772644042969e-01,5.055437684059143066e-01,5.401363372802734375e-01,5.775431990623474121e-01,6.030716896057128906e-01,6.536502242088317871e-01
2.457300275564193726e-01,3.099990189075469971e-01,2.860611677169799805e-01,3.770853281021118164e-01,3.894676268100738525e-01,4.016416072845458984e-01,4.583138525485992432e-01,4.569890201091766357e-01,4.439591467380523682e-01,4.399618208408355713e-01,4.698414504528045654e-01,4.996615946292877197e-01,5.273963809013366699e-01,5.785332322120666504e-01
1.852303743362426758e-01,2.487332373857498169e-01,2.245415300130844116e-01,3.086932897567749023e-01,3.359546065330505371e-01,3.411819040775299072e-01,4.032809138298034668e-01,4.083106219768524170e-01,3.801243603229522705e-01,3.833151757717132568e-01,4.077193140983581543e-01,4.302482306957244873e-01,4.606961011886596680e-01,5.123343467712402344e-01
1.436476111412048340e-01,2.052928358316421509e-01,1.822260022163391113e-01,2.585465610027313232e-01,2.963198423385620117e-01,3.000489175319671631e-01,3.598792552947998047e-01,3.696677684783935547e-01,3.345590829849243164e-01,3.399359583854675293e-01,3.605374693870544434e-01,3.827416002750396729e-01,4.103067219257354736e-01,4.626724123954772949e-01
1.335303038358688354e-01,1.917461454868316650e-01,1.706269830465316772e-01,2.429861724376678467e-01,2.822108566761016846e-01,2.899163067340850830e-01,3.463298976421356201e-01,3.619657456874847412e-01,3.225072026252746582e-01,3.280045986175537109e-01,3.452812731266021729e-01,3.716583549976348877e-01,3.958332538604736328e-01,4.480139911174774170e-01
1.487316936254501343e-01,2.047164291143417358e-01,1.849831044673919678e-01,2.601267695426940918e-01,2.941247522830963135e-01,3.061542212963104248e-01,3.615328073501586914e-01,3.811349570751190186e-01,3.391844332218170166e-01,3.460194468498229980e-01,3.623089492321014404e-01,3.904634118080139160e-01,4.156077802181243896e-01,4.676356315612792969e-01
1.708211302757263184e-01,2.265437394380569458e-01,2.050578445196151733e-01,2.872321009635925293e-01,3.123492300510406494e-01,3.300284743309020996e-01,3.832724988460540771e-01,4.037173092365264893e-01,3.635419607162475586e-01,3.710215091705322266e-01,3.871004283428192139e-01,4.176876246929168701e-01,4.445110261440277100e-01,4.968173205852508545e-01
2.032994925975799561e-01,2.600537836551666260e-01,2.345608323812484741e-01,3.266801536083221436e-01,3.412302732467651367e-01,3.648786544799804688e-01,4.145286679267883301e-01,4.332225918769836426e-01,3.991662561893463135e-01,4.056349098682403564e-01,4.210747182369232178e-01,4.571210741996765137e-01,4.842135608196258545e-01,5.381756424903869629e-01
2.449163645505905151e-01,3.040087521076202393e-01,2.752159535884857178e-01,3.745193779468536377e-01,3.804779946804046631e-01,4.082377254962921143e-01,4.537982940673828125e-01,4.684211313724517822e-01,4.468654394149780273e-01,4.498021602630615234e-01,4.653880894184112549e-01,5.081372261047363281e-01,5.337399244308471680e-01,5.910172462463378906e-01
2.768234312534332275e-01,3.391362726688385010e-01,3.131117224693298340e-01,4.100996851921081543e-01,4.159011840820312500e-01,4.420298933982849121e-01,4.870698750019073486e-01,4.965532720088958740e-01,4.874793589115142822e-01,4.855327904224395752e-01,5.025278925895690918e-01,5.501856803894042969e-01,5.737914443016052246e-01,6.330904364585876465e-01
2.847809493541717529e-01,3.491697013378143311e-01,3.261174559593200684e-01,4.193963110446929932e-01,4.271416068077087402e-01,4.517161250114440918e-01,4.971731901168823242e-01,5.050174593925476074e-01,4.995970129966735840e-01,4.960128962993621826e-01,5.138011574745178223e-01,5.624881386756896973e-01,5.841996073722839355e-01,6.452674865722656250e-01
2.858956456184387207e-01,3.514186739921569824e-01,3.287597000598907471e-01,4.207516908645629883e-01,4.286574423313140869e-01,4.536377787590026855e-01,4.993886947631835938e-01,5.068140029907226562e-01,5.023076534271240234e-01,4.977967441082000732e-01,5.147209167480468750e-01,5.656965374946594238e-01,5.860279798507690430e-01,6.469328403472900391e-01
2.817859947681427002e-01,3.474055826663970947e-01,3.232375383377075195e-01,4.158522188663482666e-01,4.230207204818725586e-01,4.486235082149505615e-01,4.950282871723175049e-01,5.021348595619201660e-01,4.963560998439788818e-01,4.917499125003814697e-01,5.086607933044433594e-01,5.595813393592834473e-01,5.798092484474182129e-01,6.390550136566162109e-01
2.799546420574188232e-01,3.458103537559509277e-01,3.217849433422088623e-01,4.135504364967346191e-01,4.210704267024993896e-01,4.449777007102966309e-01,4.934171140193939209e-01,4.988612234592437744e-01,4.919189810752868652e-01,4.874835908412933350e-01,5.061386823654174805e-01,5.541477203369140625e-01,5.756610035896301270e-01,6.325728297233581543e-01
2.842437326908111572e-01,3.497185111045837402e-01,3.266070485115051270e-01,4.179448187351226807e-01,4.254425466060638428e-01,4.466775357723236084e-01,4.969426095485687256e-01,4.996785521507263184e-01,4.937951266765594482e-01,4.887030422687530518e-01,5.105426311492919922e-01,5.553973317146301270e-01,5.783494710922241211e-01,6.322840452194213867e-01
3.005990684032440186e-01,3.664101064205169678e-01,3.454298377037048340e-01,4.360659718513488770e-01,4.431127607822418213e-01,4.608477354049682617e-01,5.115876197814941406e-01,5.107287168502807617e-01,5.099886059761047363e-01,5.022277832031250000e-01,5.301060080528259277e-01,5.711632370948791504e-01,5.952039957046508789e-01,6.463267803192138672e-01
3.125876784324645996e-01,3.794365227222442627e-01,3.597071468830108643e-01,4.497235715389251709e-01,4.557341337203979492e-01,4.722471833229064941e-01,5.228075385093688965e-01,5.187194347381591797e-01,5.233149528503417969e-01,5.128523707389831543e-01,5.459598302841186523e-01,5.831905007362365723e-01,6.084445118904113770e-01,6.580498218536376953e-01
3.147158026695251465e-01,3.823513686656951904e-01,3.618288636207580566e-01,4.526220262050628662e-01,4.577801525592803955e-01,4.735056757926940918e-01,5.241152048110961914e-01,5.180807113647460938e-01,5.254192352294921875e-01,5.137141942977905273e-01,5.494350194931030273e-01,5.839390754699707031e-01,6.107919216156005859e-01,6.590992212295532227e-01
3.150200545787811279e-01,3.826686143875122070e-01,3.612130880355834961e-01,4.537639617919921875e-01,4.576534330844879150e-01,4.732815921306610107e-01,5.243595838546752930e-01,5.168471336364746094e-01,5.251045823097229004e-01,5.125668644905090332e-01,5.497977733612060547e-01,5.832741856575012207e-01,6.105500459671020508e-01,6.579300165176391602e-01
3.201178014278411865e-01,3.881169855594635010e-01,3.676582872867584229e-01,4.599791765213012695e-01,4.640821516513824463e-01,4.792060852050781250e-01,5.303600430488586426e-01,5.217791795730590820e-01,5.316826105117797852e-01,5.180822610855102539e-01,5.557813048362731934e-01,5.895880460739135742e-01,6.172007918357849121e-01,6.641640663146972656e-01
3.287705779075622559e-01,3.984905183315277100e-01,3.804545700550079346e-01,4.705583453178405762e-01,4.757896959781646729e-01,4.905774891376495361e-01,5.407116413116455078e-01,5.305986404418945312e-01,5.452411174774169922e-01,5.299199819564819336e-01,5.678096413612365723e-01,6.024131774902343750e-01,6.303314566612243652e-01,6.777955889701843262e-01
3.423985540866851807e-01,4.160792827606201172e-01,4.010859429836273193e-01,4.886590838432312012e-01,4.961654841899871826e-01,5.114082694053649902e-01,5.581514239311218262e-01,5.480373501777648926e-01,5.675441026687622070e-01,5.509057641029357910e-01,5.884994268417358398e-01,6.253579258918762207e-01,6.522363424301147461e-01,7.030910849571228027e-01
3.853993713855743408e-01,4.679901897907257080e-01,4.606711268424987793e-01,5.447345972061157227e-01,5.597921013832092285e-01,5.759620666503906250e-01,6.154181957244873047e-01,6.085692644119262695e-01,6.308675408363342285e-01,6.163110136985778809e-01,6.498535275459289551e-01,6.918709278106689453e-01,7.146556973457336426e-01,7.759667634963989258e-01
4.761703312397003174e-01,5.606059432029724121e-01,5.646525025367736816e-01,6.466853618621826172e-01,6.717167496681213379e-01,6.844048500061035156e-01,7.248450517654418945e-01,7.196373939514160156e-01,7.321084141731262207e-01,7.288290262222290039e-01,7.515799999237060547e-01,7.966784834861755371e-01,8.144547939300537109e-01,8.817327022552490234e-01
5.920146107673645020e-01,6.644989252090454102e-01,6.751379370689392090e-01,7.545309662818908691e-01,7.860562205314636230e-01,7.929101586341857910e-01,8.351043462753295898e-01,8.324970006942749023e-01,8.334870934486389160e-01,8.438174724578857422e-01,8.548770546913146973e-01,8.926111459732055664e-01,9.099773764610290527e-01,9.656155705451965332e-01
6.578971743583679199e-01,7.186831831932067871e-01,7.320488095283508301e-01,8.124798536300659180e-01,8.453333973884582520e-01,8.515536785125732422e-01,8.884409070014953613e-01,8.875198960304260254e-01,8.897657394409179688e-01,8.999106287956237793e-01,9.108545780181884766e-01,9.374775886535644531e-01,9.540780186653137207e-01,9.998977780342102051e-01
6.839454770088195801e-01,7.389062047004699707e-01,7.525666952133178711e-01,8.372083902359008789e-01,8.683581948280334473e-01,8.772178888320922852e-01,9.088854193687438965e-01,9.075411558151245117e-01,9.139457345008850098e-01,9.193424582481384277e-01,9.347694516181945801e-01,9.541860222816467285e-01,9.697360992431640625e-01,1.012571454048156738e+00
6.937393546104431152e-01,7.462241053581237793e-01,7.596862912178039551e-01,8.472556471824645996e-01,8.769063353538513184e-01,8.880932331085205078e-01,9.168448448181152344e-01,9.148980975151062012e-01,9.233132004737854004e-01,9.258955121040344238e-01,9.444139003753662109e-01,9.602938294410705566e-01,9.754620194435119629e-01,1.017813920974731445e+00
6.980749368667602539e-01,7.493877410888671875e-01,7.627023458480834961e-01,8.517196774482727051e-01,8.807165026664733887e-01,8.930192589759826660e-01,9.203535318374633789e-01,9.180366992950439453e-01,9.273796677589416504e-01,9.285157322883605957e-01,9.486931562423706055e-01,9.629422426223754883e-01,9.779554009437561035e-01,1.020026326179504395e+00
7.010998725891113281e-01,7.510473132133483887e-01,7.642679214477539062e-01,8.543524146080017090e-01,8.829519152641296387e-01,8.960531949996948242e-01,9.220446944236755371e-01,9.196493625640869141e-01,9.299480915069580078e-01,9.295633435249328613e-01,9.513135552406311035e-01,9.644892811775207520e-01,9.789176583290100098e-01,1.020706892013549805e+00
7.030824422836303711e-01,7.520111799240112305e-01,7.650072574615478516e-01,8.559626936912536621e-01,8.842029571533203125e-01,8.979458808898925781e-01,9.229480028152465820e-01,9.204762578010559082e-01,9.315627813339233398e-01,9.300439953804016113e-01,9.529407024383544922e-01,9.655425548553466797e-01,9.794930815696716309e-01,1.021091938018798828e+00
7.045570015907287598e-01,7.527307868003845215e-01,7.654281258583068848e-01,8.569076657295227051e-01,8.850988149642944336e-01,8.990083932876586914e-01,9.233189821243286133e-01,9.208703637123107910e-01,9.328448772430419922e-01,9.304560422897338867e-01,9.539077281951904297e-01,9.662602543830871582e-01,9.797976613044738770e-01,1.021044969558715820e+00
7.057625055313110352e-01,7.532794475555419922e-01,7.658044099807739258e-01,8.574390411376953125e-01,8.859486579895019531e-01,8.995131254196166992e-01,9.235169887542724609e-01,9.210969209671020508e-01,9.336999058723449707e-01,9.307594895362854004e-01,9.544181227684020996e-01,9.667956233024597168e-01,9.799531102180480957e-01,1.020657896995544434e+00
7.065257430076599121e-01,7.534453868865966797e-01,7.663446068763732910e-01,8.578408360481262207e-01,8.866863846778869629e-01,8.997385501861572266e-01,9.238216876983642578e-01,9.213100671768188477e-01,9.341809749603271484e-01,9.309276342391967773e-01,9.549893736839294434e-01,9.671474099159240723e-01,9.800802469253540039e-01,1.020277976989746094e+00
7.067855000495910645e-01,7.530660629272460938e-01,7.665172815322875977e-01,8.583106398582458496e-01,8.866174817085266113e-01,9.003366231918334961e-01,9.244499206542968750e-01,9.212046265602111816e-01,9.340311288833618164e-01,9.305952191352844238e-01,9.559108018875122070e-01,9.672107696533203125e-01,9.804233312606811523e-01,1.020653247833251953e+00
7.070297002792358398e-01,7.530868053436279297e-01,7.666306495666503906e-01,8.586774468421936035e-01,8.866806626319885254e-01,9.008357524871826172e-01,9.248529672622680664e-01,9.211992025375366211e-01,9.341061115264892578e-01,9.305298924446105957e-01,9.565069079399108887e-01,9.673458337783813477e-01,9.807506799697875977e-01,1.021005749702453613e+00
7.071160674095153809e-01,7.532237768173217773e-01,7.667139172554016113e-01,8.588266968727111816e-01,8.866558074951171875e-01,9.011239409446716309e-01,9.251165986061096191e-01,9.213912487030029297e-01,9.340302944183349609e-01,9.305532574653625488e-01,9.568039178848266602e-01,9.674874544143676758e-01,9.810571670532226562e-01,1.021455526351928711e+00
7.068659067153930664e-01,7.531026005744934082e-01,7.668495774269104004e-01,8.586876392364501953e-01,8.865608572959899902e-01,9.009100794792175293e-01,9.252075552940368652e-01,9.214239120483398438e-01,9.337131977081298828e-01,9.305828809738159180e-01,9.568524956703186035e-01,9.673997163772583008e-01,9.812408685684204102e-01,1.021618843078613281e+00
7.065892815589904785e-01,7.528198957443237305e-01,7.668108344078063965e-01,8.585792183876037598e-01,8.862602710723876953e-01,9.007007479667663574e-01,9.252817034721374512e-01,9.212741255760192871e-01,9.332689642906188965e-01,9.303802847862243652e-01,9.569144845008850098e-01,9.673414826393127441e-01,9.814358949661254883e-01,1.021729230880737305e+00
7.064260840415954590e-01,7.524846792221069336e-01,7.665104269981384277e-01,8.583768606185913086e-01,8.858603239059448242e-01,9.004126787185668945e-01,9.251044392585754395e-01,9.209985136985778809e-01,9.327651858329772949e-01,9.299324154853820801e-01,9.567860364913940430e-01,9.672383069992065430e-01,9.814264774322509766e-01,1.021516561508178711e+00
7.062681317329406738e-01,7.521343231201171875e-01,7.663040757179260254e-01,8.581216931343078613e-01,8.854897618293762207e-01,9.002578258514404297e-01,9.248692989349365234e-01,9.207116365432739258e-01,9.324555397033691406e-01,9.295556545257568359e-01,9.566702246665954590e-01,9.669935703277587891e-01,9.812220335006713867e-01,1.021311521530151367e+00
7.053018212318420410e-01,7.512933015823364258e-01,7.658143639564514160e-01,8.571898937225341797e-01,8.843791484832763672e-01,8.994484543800354004e-01,9.242460131645202637e-01,9.200691580772399902e-01,9.314140677452087402e-01,9.288571476936340332e-01,9.559770822525024414e-01,9.663869738578796387e-01,9.808541536331176758e-01,1.021119117736816406e+00
7.035820484161376953e-01,7.499099373817443848e-01,7.648601531982421875e-01,8.555160164833068848e-01,8.825262188911437988e-01,8.978318572044372559e-01,9.231019020080566406e-01,9.189027547836303711e-01,9.295063018798828125e-01,9.277867674827575684e-01,9.546018838882446289e-01,9.651937484741210938e-01,9.802036285400390625e-01,1.020742774009704590e+00
7.013272643089294434e-01,7.479916214942932129e-01,7.634266614913940430e-01,8.531697988510131836e-01,8.801601529121398926e-01,8.955041170120239258e-01,9.214481711387634277e-01,9.171656370162963867e-01,9.269492030143737793e-01,9.261428117752075195e-01,9.526439309120178223e-01,9.635455012321472168e-01,9.790675640106201172e-01,1.019790172576904297e+00
6.984131336212158203e-01,7.456097006797790527e-01,7.618845701217651367e-01,8.503325581550598145e-01,8.774480819702148438e-01,8.923854827880859375e-01,9.194561243057250977e-01,9.149838685989379883e-01,9.238549470901489258e-01,9.243375062942504883e-01,9.503327012062072754e-01,9.614964723587036133e-01,9.778361320495605469e-01,1.018558025360107422e+00
6.966742873191833496e-01,7.442117929458618164e-01,7.609154582023620605e-01,8.484480381011962891e-01,8.758649826049804688e-01,8.902385234832763672e-01,9.179034829139709473e-01,9.135051369667053223e-01,9.221059083938598633e-01,9.232627153396606445e-01,9.486947655677795410e-01,9.601454734802246094e-01,9.769184589385986328e-01,1.017395019531250000e+00
6.967479586601257324e-01,7.440577149391174316e-01,7.613343596458435059e-01,8.482206463813781738e-01,8.760873675346374512e-01,8.892624974250793457e-01,9.171198606491088867e-01,9.130796194076538086e-01,9.219543337821960449e-01,9.233216047286987305e-01,9.485906958580017090e-01,9.598037600517272949e-01,9.769558310508728027e-01,1.016284108161926270e+00
6.981474161148071289e-01,7.447670698165893555e-01,7.625279426574707031e-01,8.495042920112609863e-01,8.774098157882690430e-01,8.898658156394958496e-01,9.175723791122436523e-01,9.136680364608764648e-01,9.229047298431396484e-01,9.240383505821228027e-01,9.499771595001220703e-01,9.604510664939880371e-01,9.778295159339904785e-01,1.016059756278991699e+00
7.004344463348388672e-01,7.462096810340881348e-01,7.643361091613769531e-01,8.515809178352355957e-01,8.797028660774230957e-01,8.914577960968017578e-01,9.189954996109008789e-01,9.150797724723815918e-01,9.248645305633544922e-01,9.253572821617126465e-01,9.520121216773986816e-01,9.618877768516540527e-01,9.790353775024414062e-01,1.016213655471801758e+00
7.020667791366577148e-01,7.473988533020019531e-01,7.656279802322387695e-01,8.531338572502136230e-01,8.816251158714294434e-01,8.926172852516174316e-01,9.201343655586242676e-01,9.162084460258483887e-01,9.264050126075744629e-01,9.264459609985351562e-01,9.534173011779785156e-01,9.630057215690612793e-01,9.799089431762695312e-01,1.016359567642211914e+00
7.029495239257812500e-01,7.478629350662231445e-01,7.661408782005310059e-01,8.540170192718505859e-01,8.824157714843750000e-01,8.932893276214599609e-01,9.207142591476440430e-01,9.166377186775207520e-01,9.270276427268981934e-01,9.267709255218505859e-01,9.542121291160583496e-01,9.636279940605163574e-01,9.804497361183166504e-01,1.016449332237243652e+00
7.033697366714477539e-01,7.478297352790832520e-01,7.664738297462463379e-01,8.543000817298889160e-01,8.826062679290771484e-01,8.935555219650268555e-01,9.210447669029235840e-01,9.167076349258422852e-01,9.271841645240783691e-01,9.267283678054809570e-01,9.546076655387878418e-01,9.637583494186401367e-01,9.805764555931091309e-01,1.016339421272277832e+00
7.031505703926086426e-01,7.475000023841857910e-01,7.664658427238464355e-01,8.541176319122314453e-01,8.823325037956237793e-01,8.933703303337097168e-01,9.209654927253723145e-01,9.165355563163757324e-01,9.269177317619323730e-01,9.265331625938415527e-01,9.545243978500366211e-01,9.635477066040039062e-01,9.804947376251220703e-01,1.016233921051025391e+00
7.023311853408813477e-01,7.469213008880615234e-01,7.660803198814392090e-01,8.533647656440734863e-01,8.816481232643127441e-01,8.924913406372070312e-01,9.203227758407592773e-01,9.159660339355468750e-01,9.259746670722961426e-01,9.260700345039367676e-01,9.538716673851013184e-01,9.630026221275329590e-01,9.802849888801574707e-01,1.015915155410766602e+00
