"","x"
"X1",13.4318114658947
"X2",-8.48027680604405
"X3",-1.125424915101
"X4",0.35646319667156
"X5",6.20993354967762
"X6",-11.7967294048418
"X7",-4.22294742321251
"X8",-1.74024374367522
"X9",3.11645152937975
"X10",0.334009708573609
"X11",4.02182488835207
"X12",0.461637109867493
"X13",-15.4486616158289
"X14",16.3947611255603
